State_x,County_x,Obesity_Rate,FIPS,State_y,County_y,fast_food_density
MO,Livingston,38.6,29117,MO,Livingston,0.624436259
MO,Adair,42.0,29001,MO,Adair,0.787432551
MO,Polk,42.0,29167,MO,Polk,0.492459208
MS,Tunica,50.1,28143,MS,Tunica,0.958262324
MO,Osage,36.6,29151,MO,Osage,0.369412631
MO,Caldwell,40.0,29025,MO,Caldwell,0.331455082
MT,Hill,34.9,30041,MT,Hill,0.855850339
MS,Humphreys,51.0,28053,MS,Humphreys,0.383288622
MO,Ray,40.4,29177,MO,Ray,0.349116296
MO,Benton,38.4,29015,MO,Benton,0.356651545
MO,Greene,34.5,29077,MO,Greene,0.986450732
MO,Gasconade,38.6,29073,MO,Gasconade,0.617877245
MT,Gallatin,23.7,30031,MT,Gallatin,0.924610019
MO,St. Francois,40.0,29187,MO,St. Francois,0.812213302
MO,Carroll,38.9,29033,MO,Carroll,0.818330586
MO,Clay,35.2,29047,MO,Clay,0.702272117
MO,St. Charles,36.1,29183,MO,St. Charles,0.748392463
MS,Lincoln,42.9,28085,MS,Lincoln,0.854549766
MO,Grundy,39.7,29079,MO,Grundy,0.729546666
MO,Boone,33.1,29019,MO,Boone,0.81971246
MS,Newton,44.3,28101,MS,Newton,0.575098217
MT,Beaverhead,31.3,30001,MT,Beaverhead,0.949066758
MS,George,40.4,28039,MS,George,0.491299897
MT,Missoula,29.2,30063,MT,Missoula,0.822165608
MS,Scott,45.8,28123,MS,Scott,0.712732971
MS,Tate,40.4,28137,MS,Tate,0.700795412
MO,Cooper,41.1,29053,MO,Cooper,0.701672316
MS,Clarke,44.7,28023,MS,Clarke,0.392182499
MO,Franklin,38.8,29071,MO,Franklin,0.689199686
MO,Carter,40.0,29035,MO,Carter,0.667668164
MO,Macon,36.9,29121,MO,Macon,0.529976785
MT,Dawson,35.7,30021,MT,Dawson,0.584453523
MO,Warren,37.6,29219,MO,Warren,0.519210815
MO,Henry,40.1,29083,MO,Henry,0.724768996
MS,Webster,39.8,28155,MS,Webster,0.413393974
MO,Dunklin,43.1,29069,MO,Dunklin,0.657940328
MS,Sunflower,47.5,28133,MS,Sunflower,0.606305599
MO,Texas,41.3,29215,MO,Texas,0.398215979
MO,Pulaski,35.4,29169,MO,Pulaski,0.474302292
MO,New Madrid,41.7,29143,MO,New Madrid,0.838674903
MO,Platte,39.5,29165,MO,Platte,0.563211083
MO,Lincoln,41.3,29113,MO,Lincoln,0.349307209
MS,Panola,46.0,28107,MS,Panola,0.561333001
MS,Pontotoc,43.4,28115,MS,Pontotoc,0.585317791
MS,Yazoo,45.4,28163,MS,Yazoo,0.481802672
MO,Bates,38.3,29013,MO,Bates,0.738825262
MO,Nodaway,42.3,29147,MO,Nodaway,0.597893596
MS,Prentiss,40.4,28117,MS,Prentiss,0.79958421
MT,Carbon,29.0,30009,MT,Carbon,0.54940021
MO,Cedar,42.0,29039,MO,Cedar,0.768049181
MO,Marion,36.1,29127,MO,Marion,0.879569352
MS,Calhoun,41.9,28013,MS,Calhoun,0.351098925
MS,Chickasaw,47.3,28017,MS,Chickasaw,0.471948564
MO,Ste. Genevieve,36.7,29186,MO,Ste. Genevieve,0.446328938
MO,Buchanan,40.1,29021,MO,Buchanan,0.843638062
MO,Moniteau,39.8,29135,MO,Moniteau,0.449149817
MO,Mississippi,44.5,29133,MO,Mississippi,0.630367994
MO,Gentry,37.6,29075,MO,Gentry,0.616903126
MT,Deer Lodge,32.9,30023,MT,Deer Lodge,0.543242097
MS,Lamar,39.5,28073,MS,Lamar,1.013013363
MS,Smith,42.0,28129,MS,Smith,0.253501475
MO,Daviess,37.4,29061,MO,Daviess,0.362187624
MO,Howell,40.5,29091,MO,Howell,0.819631398
MS,Grenada,45.0,28043,MS,Grenada,1.115963101
MS,Winston,45.3,28159,MS,Winston,0.896609724
MS,Jefferson Davis,43.8,28065,MS,Jefferson Davis,0.367309451
MS,Holmes,53.0,28051,MS,Holmes,0.298935801
MT,Cascade,35.6,30013,MT,Cascade,0.934280753
MO,Madison,38.0,29123,MO,Madison,0.660447478
MS,Jackson,38.4,28059,MS,Jackson,0.6397686
MO,Jackson,38.8,29095,MO,Jackson,0.719623208
MO,Dent,38.9,29065,MO,Dent,0.581357777
MS,Itawamba,37.8,28057,MS,Itawamba,0.515884936
MS,Noxubee,47.0,28103,MS,Noxubee,0.488472074
MT,Flathead,30.2,30029,MT,Flathead,0.614070714
MO,Harrison,42.5,29081,MO,Harrison,0.96142292
MO,Butler,41.2,29023,MO,Butler,0.806107461
MO,St. Louis,33.4,29189,MO,St. Louis,0.860143661
MO,Scott,43.4,29201,MO,Scott,0.600710392
MS,Claiborne,51.2,28021,MS,Claiborne,0.336662561
MO,Montgomery,41.2,29139,MO,Montgomery,0.619798124
MS,Rankin,36.3,28121,MS,Rankin,1.032216668
MO,Ripley,42.8,29181,MO,Ripley,0.60150373
MT,Custer,35.8,30017,MT,Custer,0.885582685
MO,Barry,38.4,29009,MO,Barry,0.474621713
MO,Callaway,41.7,29027,MO,Callaway,0.490119636
MO,Cape Girardeau,40.7,29031,MO,Cape Girardeau,1.056444287
MS,Monroe,40.9,28095,MS,Monroe,0.626370192
MS,Copiah,46.3,28029,MS,Copiah,0.572799206
MO,Taney,39.2,29213,MO,Taney,1.069442511
MS,Washington,44.6,28151,MS,Washington,0.723673463
MO,Crawford,38.7,29055,MO,Crawford,0.631871581
MO,Clinton,38.2,29049,MO,Clinton,0.145964086
MT,Lewis and Clark,30.1,30049,MT,Lewis and Clark,0.697717488
MO,Randolph,41.6,29175,MO,Randolph,0.491621941
MS,Bolivar,45.6,28011,MS,Bolivar,0.763054848
MS,Clay,42.6,28025,MS,Clay,0.826787949
MO,Dallas,40.6,29059,MO,Dallas,0.580753803
MS,Neshoba,42.4,28099,MS,Neshoba,0.655262768
MS,Tishomingo,39.9,28141,MS,Tishomingo,0.778210104
MO,Barton,42.7,29011,MO,Barton,0.690131128
MO,Newton,36.9,29145,MO,Newton,0.530358791
MT,Glacier,36.2,30035,MT,Glacier,0.51493305
MO,Wright,40.9,29229,MO,Wright,0.436562061
MS,Lee,40.6,28081,MS,Lee,1.06475091
MO,Camden,33.5,29029,MO,Camden,0.581721008
MO,Phelps,39.2,29161,MO,Phelps,0.788039804
MS,Pearl River,40.3,28109,MS,Pearl River,0.590593457
MO,Washington,39.0,29221,MO,Washington,0.406437963
MO,Linn,41.4,29115,MO,Linn,0.422654271
MS,Quitman,50.3,28119,MS,Quitman,0.591715991
MS,Simpson,41.7,28127,MS,Simpson,0.788613915
MO,Lafayette,38.9,29107,MO,Lafayette,0.696842968
MO,Johnson,40.0,29101,MO,Johnson,0.608642697
MS,Jones,43.4,28067,MS,Jones,0.838321567
MO,DeKalb,42.3,29063,MO,DeKalb,0.548245609
MO,Oregon,44.3,29149,MO,Oregon,0.480261266
MS,Union,39.8,28145,MS,Union,0.658213794
MO,Stone,40.0,29209,MO,Stone,0.431233644
MO,Christian,36.7,29043,MO,Christian,0.518449068
MO,Pettis,39.0,29159,MO,Pettis,0.776653349
MO,Saline,39.1,29195,MO,Saline,0.656225383
MS,Lawrence,43.3,28077,MS,Lawrence,0.400641024
MS,Covington,41.4,28031,MS,Covington,0.756021142
MS,Marshall,44.4,28093,MS,Marshall,0.424917132
MS,Stone,41.4,28131,MS,Stone,0.816993475
MT,Lake,33.9,30047,MT,Lake,0.645452797
MS,Yalobusha,43.1,28161,MS,Yalobusha,0.333834082
MO,Pemiscot,43.8,29155,MO,Pemiscot,0.512820542
MS,Walthall,41.4,28147,MS,Walthall,0.629634798
MO,Wayne,41.4,29223,MO,Wayne,0.39157334
MS,Jasper,44.1,28061,MS,Jasper,0.244917959
MS,Leake,45.1,28079,MS,Leake,0.747548461
MO,Lewis,39.9,29111,MO,Lewis,0.305810392
MS,Pike,46.1,28113,MS,Pike,1.051362872
MS,Harrison,34.7,28047,MS,Harrison,0.790226102
MO,Jasper,35.8,29097,MO,Jasper,0.822043955
MT,Lincoln,30.9,30053,MT,Lincoln,0.491569579
MO,Cass,35.1,29037,MO,Cass,0.543040633
MO,Pike,43.3,29163,MO,Pike,0.683682799
MS,Hancock,36.3,28045,MS,Hancock,0.583333313
MS,Leflore,45.8,28083,MS,Leflore,0.718029737
MO,Douglas,38.7,29067,MO,Douglas,0.224820137
MO,Laclede,44.1,29105,MO,Laclede,0.696475804
MO,Vernon,41.3,29217,MO,Vernon,0.441436142
MS,Montgomery,45.5,28097,MS,Montgomery,0.931580603
MT,Madison,26.5,30057,MT,Madison,0.446478397
MS,Tippah,42.2,28139,MS,Tippah,0.597756088
MS,Coahoma,48.4,28027,MS,Coahoma,0.741977394
MO,Cole,36.7,29051,MO,Cole,0.866244018
MS,Warren,41.8,28149,MS,Warren,0.981244862
MO,Webster,38.6,29225,MO,Webster,0.602122486
MS,Wayne,45.5,28153,MS,Wayne,0.738297999
MO,Audrain,40.2,29007,MO,Audrain,0.483189046
MS,Greene,42.6,28041,MS,Greene,0.222601473
MO,Andrew,42.1,29003,MO,Andrew,0.227453649
MO,Morgan,43.1,29141,MO,Morgan,0.434446812
MT,Jefferson,29.4,30043,MT,Jefferson,0.404530734
MO,Dade,44.5,29057,MO,Dade,0.528541207
MO,Stoddard,45.2,29207,MO,Stoddard,0.517223537
MS,Madison,37.2,28089,MS,Madison,1.094777822
MO,McDonald,41.2,29119,MO,McDonald,0.436681211
MO,Monroe,41.4,29137,MO,Monroe,0.461254627
MO,St. Louis,36.7,29510,MO,St. Louis,1.038149476
MS,Lauderdale,39.3,28075,MS,Lauderdale,1.084731102
MO,Clark,40.4,29045,MO,Clark,0.439238667
MO,Jefferson,39.1,29099,MO,Jefferson,0.600327551
MO,Perry,37.3,29157,MO,Perry,0.520996153
MS,Choctaw,41.6,28019,MS,Choctaw,0.496093273
MS,Hinds,47.0,28049,MS,Hinds,0.995762527
MS,Tallahatchie,45.3,28135,MS,Tallahatchie,0.364777118
MS,Oktibbeha,41.1,28105,MS,Oktibbeha,0.803390324
MT,Fergus,32.1,30027,MT,Fergus,0.630403459
MO,Lawrence,41.9,29109,MO,Lawrence,0.523903072
MS,Marion,44.1,28091,MS,Marion,0.818297148
MS,Lowndes,44.1,28087,MS,Lowndes,0.840350568
MS,Forrest,43.9,28035,MS,Forrest,0.999880016
NM,Bernalillo,28.1,35001,NM,Bernalillo,0.883130431
NH,Hillsborough,29.8,33011,NH,Hillsborough,0.678233266
NE,Dakota,45.8,31043,NE,Dakota,0.697558522
NY,Hamilton,37.3,36041,NY,Hamilton,1.150748014
NY,Broome,33.3,36007,NY,Broome,0.791891038
NM,Torrance,34.8,35057,NM,Torrance,0.387446731
NY,Franklin,36.6,36033,NY,Franklin,0.640448332
NM,Otero,38.8,35035,NM,Otero,0.456103683
NH,Merrimack,30.7,33013,NH,Merrimack,0.668317795
NM,Colfax,35.6,35007,NM,Colfax,0.586903691
NM,Santa Fe,23.1,35049,NM,Santa Fe,0.730522692
NE,Kearney,38.3,31099,NE,Kearney,0.450992197
NE,Dawson,41.4,31047,NE,Dawson,0.72309655
NY,Dutchess,34.3,36027,NY,Dutchess,0.886485517
NY,Clinton,41.8,36019,NY,Clinton,0.68941313
NE,Lancaster,33.1,31109,NE,Lancaster,0.863870263
NH,Strafford,32.9,33017,NH,Strafford,0.669033647
NE,Furnas,41.4,31065,NE,Furnas,0.64474535
NY,Madison,34.4,36053,NY,Madison,0.624308288
NM,Sierra,33.7,35051,NM,Sierra,0.644152045
NE,Saunders,36.2,31155,NE,Saunders,0.273635238
NE,Box Butte,40.5,31013,NE,Box Butte,0.560957372
NM,Eddy,39.1,35015,NM,Eddy,0.667602479
NJ,Cumberland,36.8,34011,NJ,Cumberland,0.571397483
NM,Do̱a Ana,36.0,35013,NM,Do̱a Ana,0.619175434
NM,Taos,29.0,35055,NM,Taos,0.889761627
NE,Jefferson,39.9,31095,NE,Jefferson,0.563459635
NM,Cibola,38.3,35006,NM,Cibola,0.531228662
NJ,Ocean,33.2,34029,NJ,Ocean,0.722847998
NV,White Pine,33.4,32033,NV,White Pine,0.633847475
NE,Saline,40.8,31151,NE,Saline,0.428969771
NH,Belknap,30.3,33001,NH,Belknap,0.89356792
NM,San Juan,38.1,35045,NM,San Juan,0.875827193
NH,Rockingham,31.7,33015,NH,Rockingham,0.963678956
NE,Seward,41.7,31159,NE,Seward,0.640055835
MT,Roosevelt,40.6,30085,MT,Roosevelt,0.638453126
NJ,Union,28.0,34039,NJ,Union,0.788629353
NJ,Hunterdon,26.5,34019,NJ,Hunterdon,0.673093081
NE,Washington,37.8,31177,NE,Washington,0.430601418
NE,Cherry,42.0,31031,NE,Cherry,0.69192183
NM,Chaves,42.0,35005,NM,Chaves,0.664492905
NY,Chemung,34.2,36015,NY,Chemung,0.593062401
NY,Genesee,35.3,36037,NY,Genesee,0.614099741
NJ,Warren,29.1,34041,NJ,Warren,0.738468528
MT,Valley,36.1,30105,MT,Valley,0.815328181
NH,Grafton,28.8,33009,NH,Grafton,0.849036813
NE,Sheridan,36.3,31161,NE,Sheridan,0.5825243
NV,Douglas,30.5,32005,NV,Douglas,0.774119973
NY,Bronx,37.2,36005,NY,Bronx,0.675163567
NE,Scotts Bluff,42.0,31157,NE,Scotts Bluff,0.849882424
NM,San Miguel,35.1,35047,NM,San Miguel,0.699970543
NY,Jefferson,37.4,36045,NY,Jefferson,0.730838597
NY,Erie,32.7,36029,NY,Erie,0.829662025
NJ,Salem,36.3,34033,NJ,Salem,0.640502155
NM,Valencia,35.5,35061,NM,Valencia,0.567200363
NE,Cass,38.1,31025,NE,Cass,0.419335157
NM,Quay,36.0,35037,NM,Quay,0.853970945
NJ,Monmouth,29.3,34025,NJ,Monmouth,0.937933087
NY,Kings,26.9,36047,NY,Kings,0.849963009
NE,Dawes,39.5,31045,NE,Dawes,0.478411674
NY,Cortland,34.0,36023,NY,Cortland,0.805545568
NY,Montgomery,36.0,36057,NY,Montgomery,0.69147855
NH,Cheshire,31.2,33005,NH,Cheshire,0.590334237
NY,Lewis,35.9,36049,NY,Lewis,0.420055747
NV,Churchill,33.6,32001,NV,Churchill,0.670267701
NJ,Bergen,25.8,34003,NJ,Bergen,0.902843297
NH,Coos,35.9,33007,NH,Coos,0.73779434
MT,Ravalli,32.7,30081,MT,Ravalli,0.488867164
NV,Nye,32.0,32023,NV,Nye,0.665917516
NJ,Somerset,26.9,34035,NJ,Somerset,0.807698011
NE,Richardson,44.2,31147,NE,Richardson,0.641766131
NH,Carroll,28.5,33003,NH,Carroll,0.752537251
NJ,Sussex,29.3,34037,NJ,Sussex,0.535706639
MT,Sanders,35.3,30089,MT,Sanders,0.24677141
NM,Socorro,35.0,35053,NM,Socorro,0.483646691
MT,Yellowstone,34.6,30111,MT,Yellowstone,0.773053586
NH,Sullivan,32.3,33019,NH,Sullivan,0.46224606
NM,Rio Arriba,38.8,35039,NM,Rio Arriba,0.623036802
NY,Fulton,36.3,36035,NY,Fulton,0.738468528
NM,Sandoval,31.1,35043,NM,Sandoval,0.496964484
NM,Los Alamos,22.4,35028,NM,Los Alamos,0.822114885
NE,Cheyenne,41.2,31033,NE,Cheyenne,0.548787177
NJ,Mercer,30.7,34021,NJ,Mercer,0.776061356
NV,Clark,32.8,32003,NV,Clark,0.891637743
NE,Buffalo,43.4,31019,NE,Buffalo,0.937861681
NJ,Gloucester,36.3,34015,NJ,Gloucester,0.750225902
NE,Red Willow,39.5,31145,NE,Red Willow,0.564599633
NE,Holt,39.2,31089,NE,Holt,0.602651656
NE,Morrill,38.9,31123,NE,Morrill,0.864864886
NE,Chase,38.5,31029,NE,Chase,0.78125
NE,Custer,38.7,31041,NE,Custer,0.470543951
NJ,Atlantic,33.2,34001,NJ,Atlantic,0.764418423
NY,Chenango,37.5,36017,NY,Chenango,0.534988225
NY,Delaware,35.9,36025,NY,Delaware,0.523464859
NJ,Burlington,32.6,34005,NJ,Burlington,0.745640337
NE,Otoe,37.2,31131,NE,Otoe,0.751644194
NY,Allegany,34.3,36003,NY,Allegany,0.39484942
NM,Curry,34.9,35009,NM,Curry,0.573852777
MT,Phillips,39.4,30071,MT,Phillips,0.76550138
NE,Wayne,37.3,31179,NE,Wayne,1.053518772
NY,Niagara,34.6,36063,NY,Niagara,0.748574853
NY,Monroe,36.1,36055,NY,Monroe,0.767984867
NE,Gage,42.6,31067,NE,Gage,0.559936523
NY,New York,21.2,36061,NY,New York,1.630284071
NV,Mineral,35.0,32021,NV,Mineral,0.664010644
NM,Union,35.4,35059,NM,Union,1.490312934
NY,Chautauqua,34.7,36013,NY,Chautauqua,0.745842338
NE,Nemaha,40.9,31127,NE,Nemaha,0.567859173
NM,Roosevelt,34.3,35041,NM,Roosevelt,0.599455059
NY,Cattaraugus,36.5,36009,NY,Cattaraugus,0.645901144
NE,Platte,36.4,31141,NE,Platte,0.839227915
MT,Silver Bow,29.8,30093,MT,Silver Bow,0.966458201
NV,Lander,33.8,32015,NV,Lander,0.906782746
NE,Cedar,40.4,31027,NE,Cedar,0.475398153
NV,Elko,35.5,32007,NV,Elko,0.773497343
NE,Hall,38.0,31079,NE,Hall,0.802910149
NE,Hamilton,41.7,31081,NE,Hamilton,0.54130131
NY,Greene,32.4,36039,NY,Greene,0.657099843
NE,Phelps,43.2,31137,NE,Phelps,0.777259588
NJ,Cape May,31.7,34009,NJ,Cape May,1.92253077
NE,Madison,40.3,31119,NE,Madison,0.804297268
NM,Lea,35.5,35025,NM,Lea,0.779618561
NE,Valley,40.2,31175,NE,Valley,0.731172323
NJ,Hudson,30.7,34017,NJ,Hudson,0.798015654
NM,McKinley,37.4,35031,NM,McKinley,0.762453377
NJ,Essex,29.1,34013,NJ,Essex,0.727044702
NJ,Passaic,31.7,34031,NJ,Passaic,0.7314412
MT,Rosebud,39.7,30087,MT,Rosebud,0.679040313
MT,Richland,35.7,30083,MT,Richland,1.08666122
NV,Washoe,29.8,32031,NV,Washoe,0.802797019
NV,Humboldt,33.8,32013,NV,Humboldt,0.707463741
NY,Columbia,33.0,36021,NY,Columbia,0.755870581
NE,Antelope,40.8,31003,NE,Antelope,0.638569593
NY,Essex,36.0,36031,NY,Essex,0.758992732
NE,Lincoln,39.4,31111,NE,Lincoln,0.873438716
NE,York,38.9,31185,NE,York,0.740137637
NM,Lincoln,30.5,35027,NM,Lincoln,0.852600455
NE,Merrick,40.1,31121,NE,Merrick,0.640286863
MT,Park,27.7,30067,MT,Park,1.133651495
NE,Adams,40.7,31001,NE,Adams,0.925896347
NY,Nassau,26.9,36059,NY,Nassau,1.024913192
NY,Livingston,32.4,36051,NY,Livingston,0.737203121
NM,Grant,35.0,35017,NM,Grant,0.592438996
NE,Douglas,35.8,31055,NE,Douglas,0.834012389
NM,Luna,38.7,35029,NM,Luna,0.75298053
NE,Colfax,38.8,31037,NE,Colfax,0.377821863
NJ,Middlesex,26.9,34023,NJ,Middlesex,0.80220145
NE,Cuming,39.7,31039,NE,Cuming,0.568310976
NJ,Camden,32.8,34007,NJ,Camden,0.785305679
NE,Sarpy,38.4,31153,NE,Sarpy,0.640699804
NJ,Morris,25.9,34027,NJ,Morris,0.832846344
NE,Pierce,41.4,31139,NE,Pierce,0.556792855
NE,Dodge,38.7,31053,NE,Dodge,0.690188289
NY,Albany,33.5,36001,NY,Albany,1.10652256
NV,Lyon,35.9,32019,NV,Lyon,0.41152969
NV,Carson City,32.6,32510,NV,Carson City,0.749544919
NY,Cayuga,41.0,36011,NY,Cayuga,0.618185163
NE,Keith,37.0,31101,NE,Keith,1.002129555
ND,Walsh,38.5,38099,ND,Walsh,0.383251905
OH,Jackson,43.7,39079,OH,Jackson,0.861724079
OH,Crawford,44.0,39033,OH,Crawford,0.749915361
NC,Randolph,32.5,37151,NC,Randolph,0.629509449
NC,New Hanover,32.4,37129,NC,New Hanover,0.94669354
ND,Mercer,36.3,38057,ND,Mercer,0.734034717
NC,Hertford,43.4,37091,NC,Hertford,0.908776164
NC,Wake,25.6,37183,NC,Wake,0.846970379
OH,Columbiana,47.0,39029,OH,Columbiana,0.801044345
OH,Erie,36.7,39043,OH,Erie,1.030941844
NC,Wayne,39.1,37191,NC,Wayne,0.75826633
NC,Mecklenburg,34.1,37119,NC,Mecklenburg,0.828206837
OH,Lawrence,44.9,39087,OH,Lawrence,0.710768163
NC,Cabarrus,34.6,37025,NC,Cabarrus,0.835293651
NC,Pamlico,36.6,37137,NC,Pamlico,0.707825422
NC,Buncombe,26.2,37021,NC,Buncombe,1.001984954
NC,Robeson,41.9,37155,NC,Robeson,0.58461988
NC,Currituck,33.2,37053,NC,Currituck,0.860525966
NY,Oneida,38.2,36065,NY,Oneida,0.690577328
NC,Durham,32.5,37063,NC,Durham,0.922683954
NC,Chowan,39.4,37041,NC,Chowan,0.796235979
NY,Ontario,34.1,36069,NY,Ontario,0.753921747
OH,Hancock,37.0,39063,OH,Hancock,0.87525028
NC,Avery,33.1,37011,NC,Avery,0.682943463
ND,Rolette,45.4,38079,ND,Rolette,0.3529827
OH,Auglaize,42.6,39011,OH,Auglaize,0.744308233
NC,Caldwell,35.0,37027,NC,Caldwell,0.730816066
OH,Franklin,36.1,39049,OH,Franklin,0.916486502
NY,Otsego,35.5,36077,NY,Otsego,0.562170982
NY,Orleans,36.2,36073,NY,Orleans,0.350192606
ND,Ward,37.4,38101,ND,Ward,0.77410686
NC,Lincoln,33.2,37109,NC,Lincoln,0.681067467
OH,Lucas,42.4,39095,OH,Lucas,0.919928849
NC,Rockingham,37.8,37157,NC,Rockingham,0.701100945
NC,Granville,37.5,37077,NC,Granville,0.512515306
NC,Pasquotank,36.0,37139,NC,Pasquotank,0.94124639
NC,Clay,32.7,37043,NC,Clay,0.260756195
ND,Grand Forks,37.4,38035,ND,Grand Forks,0.69083637
NY,Rensselaer,34.6,36083,NY,Rensselaer,0.765299678
ND,McKenzie,35.5,38053,ND,McKenzie,0.590473711
NY,Putnam,30.1,36079,NY,Putnam,0.751025021
NC,Lee,38.4,37105,NC,Lee,0.753772855
OH,Lake,40.9,39085,OH,Lake,0.836349845
NC,Moore,32.1,37125,NC,Moore,0.715999663
OH,Meigs,48.7,39105,OH,Meigs,0.749625206
NC,Davie,34.0,37059,NC,Davie,0.554451764
NC,Swain,36.8,37173,NC,Swain,1.198956251
ND,Burleigh,39.2,38015,ND,Burleigh,0.706772566
NC,Edgecombe,40.5,37065,NC,Edgecombe,0.49184522
NC,Alleghany,36.6,37005,NC,Alleghany,0.625334978
ND,Bowman,37.2,38011,ND,Bowman,1.339584708
NY,Tioga,35.2,36107,NY,Tioga,0.459251851
NC,Transylvania,32.8,37175,NC,Transylvania,0.550756574
NY,Suffolk,29.8,36103,NY,Suffolk,0.944194198
NC,Martin,38.5,37117,NC,Martin,0.946884274
NC,Ashe,33.9,37009,NC,Ashe,0.625782251
OH,Champaign,39.7,39021,OH,Champaign,0.48767966
ND,Traill,38.2,38097,ND,Traill,0.502575696
NC,Union,31.1,37179,NC,Union,0.54791832
NY,Wayne,37.2,36117,NY,Wayne,0.749952435
OH,Fulton,42.4,39051,OH,Fulton,0.740051091
NY,Warren,34.7,36113,NY,Warren,0.988142312
NY,Wyoming,35.8,36121,NY,Wyoming,0.608133793
NY,Saratoga,32.1,36091,NY,Saratoga,0.703436434
NY,Rockland,32.0,36087,NY,Rockland,0.827649653
NY,Schoharie,37.6,36095,NY,Schoharie,0.353334188
ND,Mountrail,39.7,38061,ND,Mountrail,0.666539729
NY,Ulster,32.2,36111,NY,Ulster,0.821535468
NY,Seneca,37.4,36099,NY,Seneca,0.706069231
NC,Nash,42.1,37127,NC,Nash,0.737937331
NC,Dare,29.5,37055,NC,Dare,1.811063409
NC,Columbus,39.2,37047,NC,Columbus,0.785330772
NC,Davidson,34.5,37057,NC,Davidson,0.531808019
NC,Northampton,40.3,37131,NC,Northampton,0.314333618
NC,Cumberland,39.6,37051,NC,Cumberland,0.894863904
OH,Allen,47.1,39003,OH,Allen,0.921749353
OH,Delaware,32.2,39041,OH,Delaware,0.941213906
OH,Geauga,36.3,39055,OH,Geauga,0.611122429
OH,Mahoning,39.7,39099,OH,Mahoning,0.911202013
OH,Fairfield,39.0,39045,OH,Fairfield,0.669968486
NC,Wilson,39.2,37195,NC,Wilson,0.792885959
OH,Logan,38.7,39091,OH,Logan,0.728058934
NC,Scotland,41.1,37165,NC,Scotland,0.692900658
NC,Vance,41.2,37181,NC,Vance,0.64850843
OH,Ashtabula,43.1,39007,OH,Ashtabula,0.828903854
NC,Mitchell,34.1,37121,NC,Mitchell,0.671997845
NC,Orange,26.3,37135,NC,Orange,0.650670469
NC,Duplin,39.4,37061,NC,Duplin,0.629315913
OH,Knox,35.8,39083,OH,Knox,0.865065753
ND,Cass,34.1,38017,ND,Cass,0.793892443
NC,Stokes,33.1,37169,NC,Stokes,0.480947912
ND,Wells,37.9,38103,ND,Wells,0.808843374
NC,Yancey,32.3,37199,NC,Yancey,0.442013383
NC,Jackson,32.4,37099,NC,Jackson,0.658596933
OH,Madison,41.7,39097,OH,Madison,0.516169548
OH,Lorain,39.6,39093,OH,Lorain,0.679112792
NC,Macon,31.3,37113,NC,Macon,0.69456023
NC,Washington,41.0,37187,NC,Washington,0.783630848
OH,Defiance,42.2,39039,OH,Defiance,0.847053826
OH,Darke,40.1,39037,OH,Darke,0.527292252
OH,Guernsey,41.5,39059,OH,Guernsey,0.928337514
OH,Marion,45.2,39101,OH,Marion,0.725084841
NC,Warren,42.0,37185,NC,Warren,0.409794092
NC,Beaufort,38.3,37013,NC,Beaufort,0.807256818
NC,Richmond,39.8,37153,NC,Richmond,0.631597936
NC,Stanly,34.3,37167,NC,Stanly,0.72739923
NY,Onondaga,35.1,36067,NY,Onondaga,0.857987761
NC,Catawba,34.1,37035,NC,Catawba,0.854610205
NY,Oswego,38.5,36075,NY,Oswego,0.653223991
NC,Craven,36.1,37049,NC,Craven,0.898916364
NC,Franklin,38.0,37069,NC,Franklin,0.500981092
ND,Stark,39.3,38089,ND,Stark,0.654062986
NC,Sampson,38.5,37163,NC,Sampson,0.552207232
OH,Fayette,40.6,39047,OH,Fayette,1.154693961
OH,Clermont,40.1,39025,OH,Clermont,0.69896698
OH,Harrison,41.4,39067,OH,Harrison,0.66604501
NC,Guilford,33.5,37081,NC,Guilford,0.830680013
NC,Anson,43.1,37007,NC,Anson,0.705482006
ND,Williams,37.7,38105,ND,Williams,0.671834648
OH,Medina,36.0,39103,OH,Medina,0.690943658
ND,Bottineau,39.3,38009,ND,Bottineau,0.636233509
ND,Barnes,37.8,38003,ND,Barnes,0.769082844
NC,Madison,31.9,37115,NC,Madison,0.643974245
OH,Hocking,42.7,39073,OH,Hocking,0.569496334
OH,Carroll,40.7,39019,OH,Carroll,0.557682991
NC,Johnston,36.2,37101,NC,Johnston,0.596542835
ND,McLean,36.4,38055,ND,McLean,0.42480883
NC,Forsyth,31.8,37067,NC,Forsyth,0.765938163
NC,Gaston,36.5,37071,NC,Gaston,0.759153962
OH,Jefferson,40.1,39081,OH,Jefferson,0.66215986
OH,Greene,39.2,39057,OH,Greene,0.864085793
OH,Ashland,40.5,39005,OH,Ashland,0.618417621
NC,Onslow,32.1,37133,NC,Onslow,0.794339597
NC,Pitt,37.3,37147,NC,Pitt,0.891080439
OH,Highland,43.1,39071,OH,Highland,0.623498976
NC,Yadkin,36.1,37197,NC,Yadkin,0.372093022
NC,Alexander,33.8,37003,NC,Alexander,0.400630325
NC,Bladen,38.6,37017,NC,Bladen,0.729239464
NY,Richmond,29.4,36085,NY,Richmond,0.698466539
NY,Queens,24.7,36081,NY,Queens,0.927747548
NC,Haywood,31.5,37087,NC,Haywood,0.746363461
OH,Cuyahoga,37.8,39035,OH,Cuyahoga,0.955302715
